year,round,race,track,date,driver,constructor,qualifying_position,position,points
2016,10,British Grand Prix,Silverstone Circuit,2016-07-10,Felipe Massa,Williams,12.0,11,0.0
2016,10,British Grand Prix,Silverstone Circuit,2016-07-10,Valtteri Bottas,Williams,7.0,14,0.0
2016,11,Hungarian Grand Prix,Hungaroring,2016-07-24,Carlos Sainz,Toro Rosso,6.0,8,4.0
2016,11,Hungarian Grand Prix,Hungaroring,2016-07-24,Valtteri Bottas,Williams,10.0,9,2.0
2016,11,Hungarian Grand Prix,Hungaroring,2016-07-24,Felipe Massa,Williams,18.0,18,0.0
2016,12,German Grand Prix,Hockenheimring,2016-07-31,Valtteri Bottas,Williams,8.0,9,2.0
2016,12,German Grand Prix,Hockenheimring,2016-07-31,Carlos Sainz,Toro Rosso,13.0,14,0.0
2016,12,German Grand Prix,Hockenheimring,2016-07-31,Felipe Massa,Williams,10.0,22,0.0
2016,13,Belgian Grand Prix,Circuit de Spa-Francorchamps,2016-08-28,Valtteri Bottas,Williams,8.0,8,4.0
2016,13,Belgian Grand Prix,Circuit de Spa-Francorchamps,2016-08-28,Felipe Massa,Williams,10.0,10,1.0
2016,13,Belgian Grand Prix,Circuit de Spa-Francorchamps,2016-08-28,Carlos Sainz,Toro Rosso,15.0,20,0.0
2016,14,Italian Grand Prix,Autodromo Nazionale di Monza,2016-09-04,Valtteri Bottas,Williams,5.0,6,8.0
2016,14,Italian Grand Prix,Autodromo Nazionale di Monza,2016-09-04,Felipe Massa,Williams,11.0,9,2.0
2016,14,Italian Grand Prix,Autodromo Nazionale di Monza,2016-09-04,Carlos Sainz,Toro Rosso,16.0,15,0.0
2016,15,Singapore Grand Prix,Marina Bay Street Circuit,2016-09-18,Felipe Massa,Williams,12.0,12,0.0
2016,15,Singapore Grand Prix,Marina Bay Street Circuit,2016-09-18,Carlos Sainz,Toro Rosso,6.0,14,0.0
2016,15,Singapore Grand Prix,Marina Bay Street Circuit,2016-09-18,Valtteri Bottas,Williams,11.0,20,0.0
2016,16,Malaysian Grand Prix,Sepang International Circuit,2016-10-02,Valtteri Bottas,Williams,11.0,5,10.0
2016,16,Malaysian Grand Prix,Sepang International Circuit,2016-10-02,Carlos Sainz,Toro Rosso,16.0,11,0.0
2016,16,Malaysian Grand Prix,Sepang International Circuit,2016-10-02,Felipe Massa,Williams,10.0,13,0.0
2016,17,Japanese Grand Prix,Suzuka Circuit,2016-10-09,Felipe Massa,Williams,12.0,9,2.0
2016,17,Japanese Grand Prix,Suzuka Circuit,2016-10-09,Valtteri Bottas,Williams,11.0,10,1.0
2016,17,Japanese Grand Prix,Suzuka Circuit,2016-10-09,Carlos Sainz,Toro Rosso,14.0,17,0.0
2016,18,United States Grand Prix,Circuit of the Americas,2016-10-23,Carlos Sainz,Toro Rosso,10.0,6,8.0
2016,18,United States Grand Prix,Circuit of the Americas,2016-10-23,Felipe Massa,Williams,9.0,7,6.0
2016,18,United States Grand Prix,Circuit of the Americas,2016-10-23,Valtteri Bottas,Williams,8.0,16,0.0
2016,19,Mexican Grand Prix,Autódromo Hermanos Rodríguez,2016-10-30,Valtteri Bottas,Williams,8.0,8,4.0
2016,19,Mexican Grand Prix,Autódromo Hermanos Rodríguez,2016-10-30,Felipe Massa,Williams,9.0,9,2.0
2016,19,Mexican Grand Prix,Autódromo Hermanos Rodríguez,2016-10-30,Carlos Sainz,Toro Rosso,10.0,16,0.0
2016,20,Brazilian Grand Prix,Autódromo José Carlos Pace,2016-11-13,Carlos Sainz,Toro Rosso,15.0,6,8.0
2016,20,Brazilian Grand Prix,Autódromo José Carlos Pace,2016-11-13,Valtteri Bottas,Williams,11.0,11,0.0
2016,20,Brazilian Grand Prix,Autódromo José Carlos Pace,2016-11-13,Felipe Massa,Williams,13.0,18,0.0
2016,21,Abu Dhabi Grand Prix,Yas Marina Circuit,2016-11-27,Felipe Massa,Williams,10.0,9,2.0
2016,21,Abu Dhabi Grand Prix,Yas Marina Circuit,2016-11-27,Carlos Sainz,Toro Rosso,21.0,18,0.0
2016,21,Abu Dhabi Grand Prix,Yas Marina Circuit,2016-11-27,Valtteri Bottas,Williams,11.0,21,0.0
2017,1,Australian Grand Prix,Albert Park Grand Prix Circuit,2017-03-26,Felipe Massa,Williams,7.0,6,8.0
2017,1,Australian Grand Prix,Albert Park Grand Prix Circuit,2017-03-26,Carlos Sainz,Toro Rosso,8.0,8,4.0
2017,1,Australian Grand Prix,Albert Park Grand Prix Circuit,2017-03-26,Lance Stroll,Williams,19.0,16,0.0
2017,2,Chinese Grand Prix,Shanghai International Circuit,2017-04-09,Carlos Sainz,Toro Rosso,11.0,7,6.0
2017,2,Chinese Grand Prix,Shanghai International Circuit,2017-04-09,Felipe Massa,Williams,6.0,14,0.0
2017,2,Chinese Grand Prix,Shanghai International Circuit,2017-04-09,Lance Stroll,Williams,10.0,20,0.0
2017,3,Bahrain Grand Prix,Bahrain International Circuit,2017-04-16,Felipe Massa,Williams,8.0,6,8.0
2017,3,Bahrain Grand Prix,Bahrain International Circuit,2017-04-16,Carlos Sainz,Toro Rosso,16.0,16,0.0
2017,3,Bahrain Grand Prix,Bahrain International Circuit,2017-04-16,Lance Stroll,Williams,12.0,17,0.0
2017,4,Russian Grand Prix,Sochi Autodrom,2017-04-30,Felipe Massa,Williams,6.0,9,2.0
2017,4,Russian Grand Prix,Sochi Autodrom,2017-04-30,Carlos Sainz,Toro Rosso,11.0,10,1.0
2017,4,Russian Grand Prix,Sochi Autodrom,2017-04-30,Lance Stroll,Williams,12.0,11,0.0
2017,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,2017-05-14,Carlos Sainz,Toro Rosso,12.0,7,6.0
2017,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,2017-05-14,Felipe Massa,Williams,9.0,13,0.0
2017,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,2017-05-14,Lance Stroll,Williams,18.0,16,0.0
2017,6,Monaco Grand Prix,Circuit de Monaco,2017-05-28,Carlos Sainz,Toro Rosso,6.0,6,8.0
2017,6,Monaco Grand Prix,Circuit de Monaco,2017-05-28,Felipe Massa,Williams,15.0,9,2.0
2017,6,Monaco Grand Prix,Circuit de Monaco,2017-05-28,Lance Stroll,Williams,18.0,15,0.0
2017,7,Canadian Grand Prix,Circuit Gilles Villeneuve,2017-06-11,Lance Stroll,Williams,17.0,9,2.0
2017,7,Canadian Grand Prix,Circuit Gilles Villeneuve,2017-06-11,Felipe Massa,Williams,7.0,19,0.0
2017,7,Canadian Grand Prix,Circuit Gilles Villeneuve,2017-06-11,Carlos Sainz,Toro Rosso,13.0,20,0.0
2017,8,Azerbaijan Grand Prix,Baku City Circuit,2017-06-25,Lance Stroll,Williams,8.0,3,15.0
2017,8,Azerbaijan Grand Prix,Baku City Circuit,2017-06-25,Carlos Sainz,Toro Rosso,12.0,8,4.0
2017,8,Azerbaijan Grand Prix,Baku City Circuit,2017-06-25,Felipe Massa,Williams,9.0,16,0.0
2017,9,Austrian Grand Prix,Red Bull Ring,2017-07-09,Felipe Massa,Williams,17.0,9,2.0
2017,9,Austrian Grand Prix,Red Bull Ring,2017-07-09,Lance Stroll,Williams,18.0,10,1.0
2017,9,Austrian Grand Prix,Red Bull Ring,2017-07-09,Carlos Sainz,Toro Rosso,10.0,17,0.0
2017,10,British Grand Prix,Silverstone Circuit,2017-07-16,Felipe Massa,Williams,15.0,10,1.0
2017,10,British Grand Prix,Silverstone Circuit,2017-07-16,Lance Stroll,Williams,16.0,16,0.0
2017,10,British Grand Prix,Silverstone Circuit,2017-07-16,Carlos Sainz,Toro Rosso,14.0,19,0.0
2017,11,Hungarian Grand Prix,Hungaroring,2017-07-30,Carlos Sainz,Toro Rosso,10.0,7,6.0
2017,11,Hungarian Grand Prix,Hungaroring,2017-07-30,Lance Stroll,Williams,17.0,14,0.0
2017,11,Hungarian Grand Prix,Hungaroring,2017-07-30,Paul di Resta,Williams,19.0,18,0.0
2017,12,Belgian Grand Prix,Circuit de Spa-Francorchamps,2017-08-27,Felipe Massa,Williams,16.0,8,4.0
2017,12,Belgian Grand Prix,Circuit de Spa-Francorchamps,2017-08-27,Carlos Sainz,Toro Rosso,14.0,10,1.0
2017,12,Belgian Grand Prix,Circuit de Spa-Francorchamps,2017-08-27,Lance Stroll,Williams,18.0,11,0.0
2017,13,Italian Grand Prix,Autodromo Nazionale di Monza,2017-09-03,Lance Stroll,Williams,4.0,7,6.0
2017,13,Italian Grand Prix,Autodromo Nazionale di Monza,2017-09-03,Felipe Massa,Williams,9.0,8,4.0
2017,13,Italian Grand Prix,Autodromo Nazionale di Monza,2017-09-03,Carlos Sainz,Toro Rosso,15.0,14,0.0
2017,14,Singapore Grand Prix,Marina Bay Street Circuit,2017-09-17,Carlos Sainz,Toro Rosso,10.0,4,12.0
2017,14,Singapore Grand Prix,Marina Bay Street Circuit,2017-09-17,Lance Stroll,Williams,18.0,8,4.0
2017,14,Singapore Grand Prix,Marina Bay Street Circuit,2017-09-17,Felipe Massa,Williams,17.0,11,0.0
2017,15,Malaysian Grand Prix,Sepang International Circuit,2017-10-01,Lance Stroll,Williams,13.0,8,4.0
2017,15,Malaysian Grand Prix,Sepang International Circuit,2017-10-01,Felipe Massa,Williams,11.0,9,2.0
2017,15,Malaysian Grand Prix,Sepang International Circuit,2017-10-01,Carlos Sainz,Toro Rosso,14.0,19,0.0
2017,16,Japanese Grand Prix,Suzuka Circuit,2017-10-08,Felipe Massa,Williams,9.0,10,1.0
2017,16,Japanese Grand Prix,Suzuka Circuit,2017-10-08,Lance Stroll,Williams,18.0,16,0.0
2017,16,Japanese Grand Prix,Suzuka Circuit,2017-10-08,Carlos Sainz,Toro Rosso,15.0,20,0.0
2017,17,United States Grand Prix,Circuit of the Americas,2017-10-22,Carlos Sainz,Renault,8.0,7,6.0
2017,17,United States Grand Prix,Circuit of the Americas,2017-10-22,Felipe Massa,Williams,11.0,9,2.0
2017,17,United States Grand Prix,Circuit of the Americas,2017-10-22,Lance Stroll,Williams,17.0,11,0.0
2017,18,Mexican Grand Prix,Autódromo Hermanos Rodríguez,2017-10-29,Lance Stroll,Williams,12.0,6,8.0
2017,18,Mexican Grand Prix,Autódromo Hermanos Rodríguez,2017-10-29,Felipe Massa,Williams,11.0,11,0.0
2017,18,Mexican Grand Prix,Autódromo Hermanos Rodríguez,2017-10-29,Carlos Sainz,Renault,9.0,16,0.0
2017,19,Brazilian Grand Prix,Autódromo José Carlos Pace,2017-11-12,Felipe Massa,Williams,10.0,7,6.0
2017,19,Brazilian Grand Prix,Autódromo José Carlos Pace,2017-11-12,Carlos Sainz,Renault,9.0,11,0.0
2017,19,Brazilian Grand Prix,Autódromo José Carlos Pace,2017-11-12,Lance Stroll,Williams,18.0,16,0.0
2017,20,Abu Dhabi Grand Prix,Yas Marina Circuit,2017-11-26,Felipe Massa,Williams,10.0,10,1.0
2017,20,Abu Dhabi Grand Prix,Yas Marina Circuit,2017-11-26,Lance Stroll,Williams,15.0,18,0.0
2017,20,Abu Dhabi Grand Prix,Yas Marina Circuit,2017-11-26,Carlos Sainz,Renault,12.0,19,0.0
2018,1,Australian Grand Prix,Albert Park Grand Prix Circuit,2018-03-25,Carlos Sainz,Renault,9.0,10,1.0
2018,1,Australian Grand Prix,Albert Park Grand Prix Circuit,2018-03-25,Lance Stroll,Williams,14.0,14,0.0
2018,1,Australian Grand Prix,Albert Park Grand Prix Circuit,2018-03-25,Sergey Sirotkin,Williams,19.0,20,0.0
2018,2,Bahrain Grand Prix,Bahrain International Circuit,2018-04-08,Carlos Sainz,Renault,10.0,11,0.0
2018,2,Bahrain Grand Prix,Bahrain International Circuit,2018-04-08,Lance Stroll,Williams,20.0,14,0.0
2018,2,Bahrain Grand Prix,Bahrain International Circuit,2018-04-08,Sergey Sirotkin,Williams,18.0,15,0.0
2018,3,Chinese Grand Prix,Shanghai International Circuit,2018-04-15,Carlos Sainz,Renault,9.0,9,2.0
2018,3,Chinese Grand Prix,Shanghai International Circuit,2018-04-15,Lance Stroll,Williams,18.0,14,0.0
2018,3,Chinese Grand Prix,Shanghai International Circuit,2018-04-15,Sergey Sirotkin,Williams,16.0,15,0.0
2018,4,Azerbaijan Grand Prix,Baku City Circuit,2018-04-29,Carlos Sainz,Renault,10.0,5,10.0
2018,4,Azerbaijan Grand Prix,Baku City Circuit,2018-04-29,Lance Stroll,Williams,11.0,8,4.0
2018,4,Azerbaijan Grand Prix,Baku City Circuit,2018-04-29,Sergey Sirotkin,Williams,12.0,20,0.0
2018,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,2018-05-13,Carlos Sainz,Renault,9.0,7,6.0
2018,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,2018-05-13,Lance Stroll,Williams,19.0,11,0.0
2018,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,2018-05-13,Sergey Sirotkin,Williams,18.0,14,0.0
2018,6,Monaco Grand Prix,Circuit de Monaco,2018-05-27,Carlos Sainz,Renault,8.0,10,1.0
2018,6,Monaco Grand Prix,Circuit de Monaco,2018-05-27,Sergey Sirotkin,Williams,13.0,16,0.0
2018,6,Monaco Grand Prix,Circuit de Monaco,2018-05-27,Lance Stroll,Williams,18.0,17,0.0
2018,7,Canadian Grand Prix,Circuit Gilles Villeneuve,2018-06-10,Carlos Sainz,Renault,9.0,8,4.0
2018,7,Canadian Grand Prix,Circuit Gilles Villeneuve,2018-06-10,Sergey Sirotkin,Williams,18.0,17,0.0
2018,7,Canadian Grand Prix,Circuit Gilles Villeneuve,2018-06-10,Lance Stroll,Williams,17.0,20,0.0
2018,8,French Grand Prix,Circuit Paul Ricard,2018-06-24,Carlos Sainz,Renault,7.0,8,4.0
2018,8,French Grand Prix,Circuit Paul Ricard,2018-06-24,Sergey Sirotkin,Williams,19.0,15,0.0
2018,8,French Grand Prix,Circuit Paul Ricard,2018-06-24,Lance Stroll,Williams,20.0,17,0.0
2018,9,Austrian Grand Prix,Red Bull Ring,2018-07-01,Carlos Sainz,Renault,9.0,12,0.0
2018,9,Austrian Grand Prix,Red Bull Ring,2018-07-01,Sergey Sirotkin,Williams,18.0,13,0.0
2018,9,Austrian Grand Prix,Red Bull Ring,2018-07-01,Lance Stroll,Williams,15.0,14,0.0
2018,10,British Grand Prix,Silverstone Circuit,2018-07-08,Lance Stroll,Williams,19.0,12,0.0
2018,10,British Grand Prix,Silverstone Circuit,2018-07-08,Sergey Sirotkin,Williams,18.0,14,0.0
2018,10,British Grand Prix,Silverstone Circuit,2018-07-08,Carlos Sainz,Renault,16.0,17,0.0
2018,11,German Grand Prix,Hockenheimring,2018-07-22,Carlos Sainz,Renault,8.0,12,0.0
2018,11,German Grand Prix,Hockenheimring,2018-07-22,Lance Stroll,Williams,19.0,17,0.0
2018,11,German Grand Prix,Hockenheimring,2018-07-22,Sergey Sirotkin,Williams,12.0,19,0.0
2018,12,Hungarian Grand Prix,Hungaroring,2018-07-29,Carlos Sainz,Renault,5.0,9,2.0
2018,12,Hungarian Grand Prix,Hungaroring,2018-07-29,Sergey Sirotkin,Williams,20.0,16,0.0
2018,12,Hungarian Grand Prix,Hungaroring,2018-07-29,Lance Stroll,Williams,15.0,17,0.0
2018,13,Belgian Grand Prix,Circuit de Spa-Francorchamps,2018-08-26,Carlos Sainz,Renault,16.0,11,0.0
2018,13,Belgian Grand Prix,Circuit de Spa-Francorchamps,2018-08-26,Sergey Sirotkin,Williams,18.0,12,0.0
2018,13,Belgian Grand Prix,Circuit de Spa-Francorchamps,2018-08-26,Lance Stroll,Williams,19.0,13,0.0
2018,14,Italian Grand Prix,Autodromo Nazionale di Monza,2018-09-02,Carlos Sainz,Renault,7.0,8,4.0
2018,14,Italian Grand Prix,Autodromo Nazionale di Monza,2018-09-02,Lance Stroll,Williams,10.0,9,2.0
2018,14,Italian Grand Prix,Autodromo Nazionale di Monza,2018-09-02,Sergey Sirotkin,Williams,12.0,10,1.0
2018,15,Singapore Grand Prix,Marina Bay Street Circuit,2018-09-16,Carlos Sainz,Renault,12.0,8,4.0
2018,15,Singapore Grand Prix,Marina Bay Street Circuit,2018-09-16,Lance Stroll,Williams,20.0,14,0.0
2018,15,Singapore Grand Prix,Marina Bay Street Circuit,2018-09-16,Sergey Sirotkin,Williams,19.0,19,0.0
2018,16,Russian Grand Prix,Sochi Autodrom,2018-09-30,Lance Stroll,Williams,20.0,15,0.0
2018,16,Russian Grand Prix,Sochi Autodrom,2018-09-30,Carlos Sainz,Renault,14.0,17,0.0
2018,16,Russian Grand Prix,Sochi Autodrom,2018-09-30,Sergey Sirotkin,Williams,18.0,18,0.0
2018,17,Japanese Grand Prix,Suzuka Circuit,2018-10-07,Carlos Sainz,Renault,13.0,10,1.0
2018,17,Japanese Grand Prix,Suzuka Circuit,2018-10-07,Sergey Sirotkin,Williams,17.0,16,0.0
2018,17,Japanese Grand Prix,Suzuka Circuit,2018-10-07,Lance Stroll,Williams,14.0,17,0.0
2018,18,United States Grand Prix,Circuit of the Americas,2018-10-21,Carlos Sainz,Renault,11.0,7,6.0
2018,18,United States Grand Prix,Circuit of the Americas,2018-10-21,Sergey Sirotkin,Williams,17.0,13,0.0
2018,18,United States Grand Prix,Circuit of the Americas,2018-10-21,Lance Stroll,Williams,18.0,14,0.0
2018,19,Mexican Grand Prix,Autódromo Hermanos Rodríguez,2018-10-28,Lance Stroll,Williams,19.0,12,0.0
2018,19,Mexican Grand Prix,Autódromo Hermanos Rodríguez,2018-10-28,Sergey Sirotkin,Williams,20.0,13,0.0
2018,19,Mexican Grand Prix,Autódromo Hermanos Rodríguez,2018-10-28,Carlos Sainz,Renault,8.0,19,0.0
2018,20,Brazilian Grand Prix,Autódromo José Carlos Pace,2018-11-11,Carlos Sainz,Renault,16.0,12,0.0
2018,20,Brazilian Grand Prix,Autódromo José Carlos Pace,2018-11-11,Sergey Sirotkin,Williams,15.0,16,0.0
2018,20,Brazilian Grand Prix,Autódromo José Carlos Pace,2018-11-11,Lance Stroll,Williams,19.0,18,0.0
2018,21,Abu Dhabi Grand Prix,Yas Marina Circuit,2018-11-25,Carlos Sainz,Renault,11.0,6,8.0
2018,21,Abu Dhabi Grand Prix,Yas Marina Circuit,2018-11-25,Lance Stroll,Williams,20.0,13,0.0
2018,21,Abu Dhabi Grand Prix,Yas Marina Circuit,2018-11-25,Sergey Sirotkin,Williams,19.0,15,0.0
2019,1,Australian Grand Prix,Albert Park Grand Prix Circuit,2019-03-17,Alexander Albon,Toro Rosso,13.0,14,0.0
2019,1,Australian Grand Prix,Albert Park Grand Prix Circuit,2019-03-17,George Russell,Williams,19.0,16,0.0
2019,1,Australian Grand Prix,Albert Park Grand Prix Circuit,2019-03-17,Robert Kubica,Williams,20.0,17,0.0
2019,1,Australian Grand Prix,Albert Park Grand Prix Circuit,2019-03-17,Carlos Sainz,McLaren,18.0,20,0.0
2019,2,Bahrain Grand Prix,Bahrain International Circuit,2019-03-31,Alexander Albon,Toro Rosso,12.0,9,2.0
2019,2,Bahrain Grand Prix,Bahrain International Circuit,2019-03-31,George Russell,Williams,19.0,15,0.0
2019,2,Bahrain Grand Prix,Bahrain International Circuit,2019-03-31,Robert Kubica,Williams,20.0,16,0.0
2019,2,Bahrain Grand Prix,Bahrain International Circuit,2019-03-31,Carlos Sainz,McLaren,7.0,19,0.0
2019,3,Chinese Grand Prix,Shanghai International Circuit,2019-04-14,Alexander Albon,Toro Rosso,,10,1.0
2019,3,Chinese Grand Prix,Shanghai International Circuit,2019-04-14,Carlos Sainz,McLaren,14.0,14,0.0
2019,3,Chinese Grand Prix,Shanghai International Circuit,2019-04-14,George Russell,Williams,17.0,16,0.0
2019,3,Chinese Grand Prix,Shanghai International Circuit,2019-04-14,Robert Kubica,Williams,18.0,17,0.0
2019,4,Azerbaijan Grand Prix,Baku City Circuit,2019-04-28,Carlos Sainz,McLaren,10.0,7,6.0
2019,4,Azerbaijan Grand Prix,Baku City Circuit,2019-04-28,Alexander Albon,Toro Rosso,12.0,11,0.0
2019,4,Azerbaijan Grand Prix,Baku City Circuit,2019-04-28,George Russell,Williams,17.0,15,0.0
2019,4,Azerbaijan Grand Prix,Baku City Circuit,2019-04-28,Robert Kubica,Williams,18.0,16,0.0
2019,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,2019-05-12,Carlos Sainz,McLaren,13.0,8,4.0
2019,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,2019-05-12,Alexander Albon,Toro Rosso,12.0,11,0.0
2019,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,2019-05-12,George Russell,Williams,19.0,17,0.0
2019,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,2019-05-12,Robert Kubica,Williams,20.0,18,0.0
2019,6,Monaco Grand Prix,Circuit de Monaco,2019-05-26,Carlos Sainz,McLaren,9.0,6,8.0
2019,6,Monaco Grand Prix,Circuit de Monaco,2019-05-26,Alexander Albon,Toro Rosso,10.0,8,4.0
2019,6,Monaco Grand Prix,Circuit de Monaco,2019-05-26,George Russell,Williams,19.0,15,0.0
2019,6,Monaco Grand Prix,Circuit de Monaco,2019-05-26,Robert Kubica,Williams,20.0,18,0.0
2019,7,Canadian Grand Prix,Circuit Gilles Villeneuve,2019-06-09,Carlos Sainz,McLaren,9.0,11,0.0
2019,7,Canadian Grand Prix,Circuit Gilles Villeneuve,2019-06-09,George Russell,Williams,19.0,16,0.0
2019,7,Canadian Grand Prix,Circuit Gilles Villeneuve,2019-06-09,Robert Kubica,Williams,20.0,18,0.0
2019,7,Canadian Grand Prix,Circuit Gilles Villeneuve,2019-06-09,Alexander Albon,Toro Rosso,14.0,19,0.0
2019,8,French Grand Prix,Circuit Paul Ricard,2019-06-23,Carlos Sainz,McLaren,6.0,6,8.0
2019,8,French Grand Prix,Circuit Paul Ricard,2019-06-23,Alexander Albon,Toro Rosso,11.0,15,0.0
2019,8,French Grand Prix,Circuit Paul Ricard,2019-06-23,Robert Kubica,Williams,20.0,18,0.0
2019,8,French Grand Prix,Circuit Paul Ricard,2019-06-23,George Russell,Williams,19.0,19,0.0
2019,9,Austrian Grand Prix,Red Bull Ring,2019-06-30,Carlos Sainz,McLaren,15.0,8,4.0
2019,9,Austrian Grand Prix,Red Bull Ring,2019-06-30,Alexander Albon,Toro Rosso,13.0,15,0.0
2019,9,Austrian Grand Prix,Red Bull Ring,2019-06-30,George Russell,Williams,19.0,18,0.0
2019,9,Austrian Grand Prix,Red Bull Ring,2019-06-30,Robert Kubica,Williams,20.0,20,0.0
2019,10,British Grand Prix,Silverstone Circuit,2019-07-14,Carlos Sainz,McLaren,13.0,6,8.0
2019,10,British Grand Prix,Silverstone Circuit,2019-07-14,Alexander Albon,Toro Rosso,9.0,12,0.0
2019,10,British Grand Prix,Silverstone Circuit,2019-07-14,George Russell,Williams,19.0,14,0.0
2019,10,British Grand Prix,Silverstone Circuit,2019-07-14,Robert Kubica,Williams,20.0,15,0.0
2019,11,German Grand Prix,Hockenheimring,2019-07-28,Carlos Sainz,McLaren,7.0,5,10.0
2019,11,German Grand Prix,Hockenheimring,2019-07-28,Alexander Albon,Toro Rosso,17.0,6,8.0
2019,11,German Grand Prix,Hockenheimring,2019-07-28,Robert Kubica,Williams,19.0,10,1.0
2019,11,German Grand Prix,Hockenheimring,2019-07-28,George Russell,Williams,18.0,11,0.0
2019,12,Hungarian Grand Prix,Hungaroring,2019-08-04,Carlos Sainz,McLaren,8.0,5,10.0
2019,12,Hungarian Grand Prix,Hungaroring,2019-08-04,Alexander Albon,Toro Rosso,12.0,10,1.0
2019,12,Hungarian Grand Prix,Hungaroring,2019-08-04,George Russell,Williams,16.0,16,0.0
2019,12,Hungarian Grand Prix,Hungaroring,2019-08-04,Robert Kubica,Williams,20.0,19,0.0
2019,13,Belgian Grand Prix,Circuit de Spa-Francorchamps,2019-09-01,Alexander Albon,Red Bull,14.0,5,10.0
2019,13,Belgian Grand Prix,Circuit de Spa-Francorchamps,2019-09-01,George Russell,Williams,19.0,15,0.0
2019,13,Belgian Grand Prix,Circuit de Spa-Francorchamps,2019-09-01,Robert Kubica,Williams,20.0,17,0.0
2019,13,Belgian Grand Prix,Circuit de Spa-Francorchamps,2019-09-01,Carlos Sainz,McLaren,17.0,19,0.0
2019,14,Italian Grand Prix,Autodromo Nazionale di Monza,2019-09-08,Alexander Albon,Red Bull,8.0,6,8.0
2019,14,Italian Grand Prix,Autodromo Nazionale di Monza,2019-09-08,George Russell,Williams,18.0,14,0.0
2019,14,Italian Grand Prix,Autodromo Nazionale di Monza,2019-09-08,Robert Kubica,Williams,19.0,17,0.0
2019,14,Italian Grand Prix,Autodromo Nazionale di Monza,2019-09-08,Carlos Sainz,McLaren,7.0,20,0.0
2019,15,Singapore Grand Prix,Marina Bay Street Circuit,2019-09-22,Alexander Albon,Red Bull,6.0,6,8.0
2019,15,Singapore Grand Prix,Marina Bay Street Circuit,2019-09-22,Carlos Sainz,McLaren,7.0,12,0.0
2019,15,Singapore Grand Prix,Marina Bay Street Circuit,2019-09-22,Robert Kubica,Williams,19.0,16,0.0
2019,15,Singapore Grand Prix,Marina Bay Street Circuit,2019-09-22,George Russell,Williams,18.0,20,0.0
2019,16,Russian Grand Prix,Sochi Autodrom,2019-09-29,Alexander Albon,Red Bull,19.0,5,10.0
2019,16,Russian Grand Prix,Sochi Autodrom,2019-09-29,Carlos Sainz,McLaren,6.0,6,8.0
2019,16,Russian Grand Prix,Sochi Autodrom,2019-09-29,Robert Kubica,Williams,18.0,16,0.0
2019,16,Russian Grand Prix,Sochi Autodrom,2019-09-29,George Russell,Williams,17.0,17,0.0
2019,17,Japanese Grand Prix,Suzuka Circuit,2019-10-13,Alexander Albon,Red Bull,6.0,4,12.0
2019,17,Japanese Grand Prix,Suzuka Circuit,2019-10-13,Carlos Sainz,McLaren,7.0,5,10.0
2019,17,Japanese Grand Prix,Suzuka Circuit,2019-10-13,George Russell,Williams,18.0,16,0.0
2019,17,Japanese Grand Prix,Suzuka Circuit,2019-10-13,Robert Kubica,Williams,20.0,17,0.0
2019,18,Mexican Grand Prix,Autódromo Hermanos Rodríguez,2019-10-27,Alexander Albon,Red Bull,5.0,5,10.0
2019,18,Mexican Grand Prix,Autódromo Hermanos Rodríguez,2019-10-27,Carlos Sainz,McLaren,7.0,13,0.0
2019,18,Mexican Grand Prix,Autódromo Hermanos Rodríguez,2019-10-27,George Russell,Williams,19.0,16,0.0
2019,18,Mexican Grand Prix,Autódromo Hermanos Rodríguez,2019-10-27,Robert Kubica,Williams,20.0,18,0.0
2019,19,United States Grand Prix,Circuit of the Americas,2019-11-03,Alexander Albon,Red Bull,6.0,5,10.0
2019,19,United States Grand Prix,Circuit of the Americas,2019-11-03,Carlos Sainz,McLaren,7.0,8,4.0
2019,19,United States Grand Prix,Circuit of the Americas,2019-11-03,George Russell,Williams,18.0,17,0.0
2019,19,United States Grand Prix,Circuit of the Americas,2019-11-03,Robert Kubica,Williams,20.0,19,0.0
2019,20,Brazilian Grand Prix,Autódromo José Carlos Pace,2019-11-17,Carlos Sainz,McLaren,20.0,3,15.0
2019,20,Brazilian Grand Prix,Autódromo José Carlos Pace,2019-11-17,George Russell,Williams,18.0,12,0.0
2019,20,Brazilian Grand Prix,Autódromo José Carlos Pace,2019-11-17,Alexander Albon,Red Bull,6.0,14,0.0
2019,20,Brazilian Grand Prix,Autódromo José Carlos Pace,2019-11-17,Robert Kubica,Williams,19.0,16,0.0
2019,21,Abu Dhabi Grand Prix,Yas Marina Circuit,2019-12-01,Alexander Albon,Red Bull,6.0,6,8.0
2019,21,Abu Dhabi Grand Prix,Yas Marina Circuit,2019-12-01,Carlos Sainz,McLaren,9.0,10,1.0
